ticker,source_timestamp,spot,strike,percent_from_spot,net_gex,total_gex,call_gex,put_gex,call_oi,put_oi,total_oi,call_contracts,put_contracts,expirations,collected_at_utc
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,733.0,-1.1509908500610178,137104702.95293152,147736352.15005058,142420527.55149105,-5315824.598559532,12982.0,620.0,13602.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,734.0,-1.0161354487650573,143188641.96200368,149572779.7491692,146380710.85558644,-3192068.8935827594,13296.0,344.0,13640.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,735.0,-0.8812800474690969,564133993.6020854,724058873.2255212,644096433.4138033,-79962439.81171793,85932.0,31811.0,117743.0,31,31,31,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,736.0,-0.7464246461731365,141173190.67759228,149891867.90354598,145532529.29056913,-4359338.612976849,9856.0,421.0,10277.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,737.0,-0.6115692448771761,106157524.83363833,116500890.1236104,111329207.47862437,-5171682.644986041,6948.0,549.0,7497.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,738.0,-0.47671384358121577,128613940.61343004,130974446.81324793,129794193.71333899,-1180253.0999089552,8380.0,130.0,8510.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,739.0,-0.34185844228525536,90075444.75249842,94045674.9511397,92060559.85181907,-1985115.099320642,6383.0,128.0,6511.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,740.0,-0.20700304098929495,705616262.1581259,1008603378.5228099,857109820.3404679,-151493558.18234202,148915.0,55353.0,204268.0,31,31,31,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,741.0,-0.07214763969333453,103936781.40075155,104613819.6369643,104275300.51885793,-338519.11810637644,4672.0,37.0,4709.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,742.0,0.06270776160262588,80902085.3154016,89372407.61036523,85137246.46288341,-4235161.147481818,5327.0,442.0,5769.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,743.0,0.19756316289858628,87631153.61945078,90540738.52124274,89085946.07034676,-1454792.450895978,5930.0,124.0,6054.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,744.0,0.33241856419454674,101566173.55383523,102090664.42261522,101828418.98822522,-262245.43438999815,7610.0,25.0,7635.0,15,15,15,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,745.0,0.46727396549050715,390075923.91890126,465505829.08015233,427790876.4995268,-37714952.58062554,63861.0,14220.0,78081.0,31,31,31,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,746.0,0.6021293667864676,50348176.93220587,51148760.7682587,50748468.85023229,-400291.91802641563,4838.0,42.0,4880.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,747.0,0.736984768082428,42485522.2603089,51650847.34848363,47068184.804396264,-4582662.544087365,5034.0,489.0,5523.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,748.0,0.8718401693783884,107128688.03379855,114680284.98364693,110904486.50872274,-3775798.4749241895,8423.0,586.0,9009.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,749.0,1.0066955706743488,44752554.63302194,49794823.56736717,47273689.10019456,-2521134.4671726115,4264.0,194.0,4458.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,750.0,1.1415509719703092,589176011.9583066,879052556.2581661,734114284.1082363,-144938272.14992976,148031.0,66807.0,214838.0,30,30,30,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,751.0,1.2764063732662696,23055458.038814418,24549267.7972508,23802362.91803261,-746904.8792181907,2163.0,73.0,2236.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,752.0,1.41126177456223,51061270.93612581,51313589.15482597,51187430.04547589,-126159.10935007894,5506.0,15.0,5521.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,753.0,1.5461171758581904,24352787.13712218,24435950.274631113,24394368.70587665,-41581.56875446781,2747.0,5.0,2752.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,754.0,1.6809725771541508,12290458.005699046,12369732.254097093,12330095.12989807,-39637.124199024074,1409.0,6.0,1415.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,755.0,1.8158279784501112,248385753.37051472,277078170.85422784,262731962.11237133,-14346208.741856568,55791.0,6711.0,62502.0,30,30,30,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,756.0,1.9506833797460716,19543296.44407981,20003599.175978027,19773447.810028918,-230151.36594910966,2801.0,27.0,2828.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,757.0,2.085538781042032,21455261.769395832,21506910.406235233,21481086.08781553,-25824.318419701274,4281.0,5.0,4286.0,14,14,14,2026-09-21T20:23:54.272025+00:00
QQQ,2026-09-21 19:55:16.756474244+00:00,741.535,758.0,2.2203941823379925,21730172.770944256,22079818.968518242,21904995.86973125,-174823.0987869939,4729.0,49.0,4778.0,14,14,14,2026-09-21T20:23:54.272025+00:00
