ticker,source_timestamp,spot,strike,percent_from_spot,net_gex,total_gex,call_gex,put_gex,call_oi,put_oi,total_oi,call_contracts,put_contracts,expirations,call_volume,put_volume,total_volume,flow_trades,flow_size,flow_premium,flow_net_premium,flow_call_premium,flow_put_premium,flow_sweep_count,flow_block_count,flow_avg_heat
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,824.0,11.239360373677851,12384.943238459211,12384.943238459211,12384.943238459211,0.0,52.0,0.0,52.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,825.0,11.374359597432314,41275787.67766789,49469754.52056806,45372771.09911798,-4096983.421450084,33579.0,3577.0,37156.0,29,29,29,106.0,0.0,106.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,826.0,11.509358821186776,13317.999470309984,13317.999470309984,13317.999470309984,0.0,58.0,0.0,58.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,827.0,11.644358044941242,13262.234717831221,13262.234717831221,13262.234717831221,0.0,64.0,0.0,64.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,828.0,11.779357268695705,5496.205133877149,5496.205133877149,5496.205133877149,0.0,27.0,0.0,27.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,829.0,11.914356492450167,13600.724513053126,13600.724513053126,13600.724513053126,0.0,68.0,0.0,68.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,830.0,12.04935571620463,80198301.29617535,83034653.27295917,81616477.28456727,-1418175.988391912,50275.0,1543.0,51818.0,29,29,29,15.0,0.0,15.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,831.0,12.184354939959094,11989.961414578253,11989.961414578253,11989.961414578253,0.0,57.0,0.0,57.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,832.0,12.319354163713559,569.8562078648661,569.8562078648661,569.8562078648661,0.0,3.0,0.0,3.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,833.0,12.454353387468021,7284.6532038586165,7284.6532038586165,7284.6532038586165,0.0,39.0,0.0,39.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,834.0,12.589352611222484,41885.26799981488,41885.26799981488,41885.26799981488,0.0,228.0,0.0,228.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,835.0,12.724351834976948,29422298.367653817,30246187.114500243,29834242.74107703,-411944.37342321326,21840.0,251.0,22091.0,29,29,29,252.0,0.0,252.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,836.0,12.859351058731411,15290.727787336698,15290.727787336698,15290.727787336698,0.0,86.0,0.0,86.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,837.0,12.994350282485875,16796.4964252348,16796.4964252348,16796.4964252348,0.0,96.0,0.0,96.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,838.0,13.12934950624034,25141.627487255097,25141.627487255097,25141.627487255097,0.0,146.0,0.0,146.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,839.0,13.2643487299948,84757.34973442998,84757.34973442998,84757.34973442998,0.0,500.0,0.0,500.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
QQQ,2026-09-22 08:03:27.534334682+00:00,740.745,840.0,13.399347953749267,81186475.31102832,82404440.48114926,81795457.89608878,-608982.585060475,59493.0,674.0,60167.0,29,29,29,764.0,0.0,764.0,0,0,0,0,0,0,0,0,0
